inter_stim_inverval,GNG_stim,match,corr_key
4.0,affective_go_stimuli\puppy_8.jpg,1,space
6.0,affective_no_go_stimuli\spider_20.jpg,0,None
4.0,affective_no_go_stimuli\spider_1.jpeg,0,None
4.5,affective_go_stimuli\puppy_14.jpeg,1,space
5.5,affective_go_stimuli\puppy_20.jpeg,1,space
4.5,affective_go_stimuli\puppy_19.jpeg,1,space
6.5,affective_go_stimuli\puppy_15.jpeg,1,space
6.5,affective_go_stimuli\puppy_17.jpeg,1,space
6.0,affective_no_go_stimuli\spider_9.jpeg,0,None
5.5,affective_go_stimuli\puppy_12.jpeg,1,space
6.0,affective_no_go_stimuli\spider_18.jpg,0,None
4.0,affective_no_go_stimuli\spider_6.jpeg,0,None
5.0,affective_no_go_stimuli\spider_23.jpg,0,None
4.5,affective_go_stimuli\puppy_26.jpeg,1,space
6.0,affective_no_go_stimuli\spider_25.jpg,0,None
6.5,affective_go_stimuli\puppy_25.jpeg,1,space
4.0,affective_no_go_stimuli\spider_7.jpeg,0,None
5.0,affective_no_go_stimuli\spider_16.jpeg,0,None
4.5,affective_go_stimuli\puppy_11.jpeg,1,space
4.0,affective_no_go_stimuli\spider_14.jpeg,0,None
